"","url","author","text","label"
"11","https://web.archive.org/web/20170626190612/http://snoopack.com/2017/06/23/just-today-trey-gowdy-new-director-fbi/","AMERICAN NEWS","A huge new development in Washington, D.C. may be putting American security back on track. This is great news for American patriots everywhere, and we need to get behind it! According to various sources, FBI Director James Comey might soon be replaced by the Trump Administration. Even better, Representative Trey Gowdy (R-SC) is already being touted as Comey’s successor, via US Defense Watch. For those unaware of Gowdy’s many accomplishments, suffice it to say that the South Carolina conservative has been one of the more vocal critics of the Obama Administration for quite some time now. More recently, Representative Gowdy has been a voice of reason regarding the Democrat fixation on the idea of President Trump’s supposed connections to Vladimir Putin. He’s even gone on record defending California Republican Devin Nunes from Democrat attacks on his integrity and his ability to properly investigate whether Obama spied on Trump during the 2016 campaign, via Townhall. A long-time favorite of the Tea Party and other conservative groups, Gowdy is the type of man the Trump Administration needs to clean up the leftovers of the Obama Administration and its “Deep State” allies.",1
"12","https://dailyworldupdate.us/malia-obama-busted-selling-priceless-white-house-trinkets-she-stole-while-living-there/","Flagg Eagleton","A multi-state investigation in cooperation with the White House Historical Artifact Enforcement Division of the Secret Service is about to conclude with the indictment of Malia Obama, according to our sources. Larry and Bob, two guys working inside the task force, spent more than three months tracking down artifacts being sold at exclusive auction houses and online black market dealers. According to Larry: “We found a trail of illegal sales of White House trinkets starting in about April of 2017. In the past two years, we linked those items to reports of missing historical pieces reported by White House staff during the Obama administration. All of the pieces are small enough to be smuggled out.” This bedpan was placed under Abraham Lincoln to catch him crapping himself as he died. It sold for $2.6 million. That means that even at a young age, Malia Obama was plotting future crimes; hoarding stolen goods for sale down the road. According to Bob, there’s far more to it than that: “Malia wasn’t just stealing things to steal them. She was mentored at that age by Hillary Clinton, who was Secretary of State when the girl was just 11-years-old. Hillary molded her into a criminal by teaching her to abandon her morals in favor of what’s good for ‘the people.’ She’s been a trained Clinton Foundation operative since she turned 16, and was activated the day she left home to go to Harvard.” Nancy Reagan’s Yoga Pants originally fetched nearly $200K but were returned after someone “much bigger than Nancy” stretched them out. It’s all true, according to our sources at the black market. Shifty Pete, the infamous drug dealer from Maine, says he and D Money got their start with Malia’s ill-gotten gains: “Yeah, we made a bunch of money. We sold stuff two or three times. The total take was about $6 million. She gave us $6K and a bag of weed.” Betty Ford hid prescription morphine and nips of single malt in this 13th-Century Albanian Teapot. It sold for $890K According to our sources at Obama Watchers, the story is true. In true Clinton Foundation fashion, Malia took the cash from the trinkets and gave it to “poor” villages in Yemen and Sudan ravaged by wars they have nothing to do with. She pocketed a pretty penny, too, and secured her place as a Foundation Agent: “It was more of a test than anything. We’ll all be seeing a lot more of Malia Obama.” Yes….I would venture to say that’s true.",1
"13","https://www.wsj.com/articles/pinterest-and-zoom-to-test-ipo-market-after-lyfts-stumble-11555493401","Corrie Driebusch","A pair of technology unicorns will launch themselves into the public markets Thursday, hoping the messy recent debut of Lyft Inc. is in the rearview mirror.Online image board Pinterest Inc., whose initial public offering has been one of the most widely anticipated in a banner 2019 for IPOs, will price its shares Wednesday evening. People familiar with the matter say it is likely to price above its proposed range. Yet it may be eclipsed in valuation by a lesser-known videoconferencing company, Zoom Video Communications Inc.",0
"14","https://www.bloomberg.com/news/articles/2019-04-17/climate-protest-blocks-rail-services-to-london-s-canary-wharf?srnd=premium-europe","Lucca De Paoli","A Police officer talks to climate activists atop a train carriage in London on April 17.Climate activists briefly blocked one of the busiest rail routes into London’s Canary Wharf financial district on a third day of disruption across the capital.The Docklands Light Railway was partially closed on Wednesday morning after three protesters glued themselves to a train. They were removed by transport police and services returned to normal by 2:15 p.m., the network operator said.The driverless DLR trains run from the old City of London financial district to Canary Wharf in the east, which houses the headquarters of Barclays Plc and HSBC Holdings Plc.More than 300 people have been arrested after blocking streets around Parliament, Waterloo Bridge and Marble Arch as part of the campaign by Extinction Rebellion, according to the Metropolitan Police. The group has promised on Twitter to continue disrupting rail links in the capital.“We are in the process of moving demonstrators on Waterloo Bridge”, the capital’s police force said in a statement. “Those that do not comply may be arrested.”",0
"15","http://conservative-headlines.com/2015/03/south-african-firm-ordered-to-lay-off-3389-white-employees/",NA,"A South African utility company has been given an ultimatum to reduce it’s number of white employees by 44.3% over the next five years. This means 3,389 whites have to go. It is part of the Federal “Black Empowerment” program. For years, Eskom has been under orders to only hire non-whites as new employees. The firm says it is having major problems finding enough qualified non-white applicants. Currently, Eskom’s middle managers are 30% white and it’s skilled labor force is 21% white. The South African government has also ordered Eskom to reduce it’s safety requirements to make it easier for non-white applicants to qualify for jobs. Eskom is ordered to reduce the number of white engineers by 1,081, and the number of white skilled laborers by 2,179. South Africa is currently experiencing a rapid collapse of it’s electrical infrastructure and power routinely goes out all over the country.",1
"16","https://worldnewsdailyreport.com/morgue-employee-cremated-by-mistake-while-taking-a-nap/","anonymous","According to the Beaumont Police Department, 48-year old Henri Paul Johnson decided to take a nap on a stretcher after working for sixteen hours straight. While he was sleeping, another employee mistook him for the corpse of a 52-year-old car accident victim and carried him to the crematory. Before anyone could notice the mistake, he had already been exposed to temperatures ranging between 1400 to 1800 degrees Fahrenheit and reduced to ashes. Jenna Davis, one of Henri Johnson’s coworkers, says she heard him scream for about 15 seconds after the crematory was activated. “At first, we didn’t understand where the sound was coming from. When we realised what was happening, it was too late. We shut down the heating system, but he was already dead.” Ms. Davis claims that the young coworker who caused the accident was a new employee and had forgotten to check for the toe tag to make sure he had the right body. morguedeath Jenna Davis says she heard the victim scream in agony as the crematory was reducing him to ashes. The police have opened an investigation to determine the exact circumstances surrounding Mr. Johnson’s death. Investigators have not ruled out the possibility of filing criminal charges against the employee who caused his death. The young man could possibly be accused of criminal negligence causing death.",1
"17","https://www.theguardian.com/world/2019/mar/10/pylon-row-andalucian-residents-oppose-electrical-highway","anonymous","Activists argue area of natural beauty will be destroyed if energy network is built‘No one wants to live in these conditions’: how the pylons would look in the Lecrin Valley. Photograph: Say No to the Pylons Residents’ groups in one of the most beautiful and rugged corners of Spain are protesting against plans to build a towering “electricity highway” over their hills, fields and farms, saying it will wreck their way of life.Activists in the Alpujarra and Lecrín valley areas of south-eastern Andalucía said the proposed 110-mile line between the provinces of Almería and Granada would have evastating consequences for a region that depends heavily on rural tourism and small-scale agriculture.The project, part of a national strategy to improve Spain’s energy infrastructure, is being overseen by the regional government of Andalucía.The energy firm Red Eléctrica de España, which is due to build the 220-kilovolt line, said the scheme would help give the area “a modern, secure and reliable electrical network”, as well as bringing €106m of investment and creating more than 700 jobs during the construction phase.It also said the project would not “substantially alter” the land on which it would sit.But many locals are bitterly opposed to the line, arguing that the company’s pylons, some of which stand 79 metres (260ft) tall, would ruin livelihoods and damage flora and fauna.“It would basically destroy the countryside and the way of life of a lot of people here,” said José Manuel Milán, a craftsman and gardener who is part of the Say No to the Pylons group in the Alpujarra. “This is an area that relies on nature tourism – there’s a lot of rural hotels, country cottages and restaurants. They would all suffer if the countryside was destroyed. People who come here for nature tourism aren’t going to want to spend their time here walking under cables.”Another member of the anti-pylon platform said the scheme would destroy the very thing that has allowed Alpujarra to recover from decades of depopulation.“This is a region that has managed to revive itself because of its natural beauty, which has brought in quite a lot of new inhabitants from both other parts of Spain and other EU countries,” said Jordi Jutglar, a baker originally from Catalonia. “I’ve spoken to people who were thinking about coming to live here but are now thinking twice about it because of the towers. No one wants to live in these conditions. It would be just devastating.”A consultation period on the project ended on Thursday, and Red Eléctrica said it would spend the coming months studying residents’ concerns.The Andalucían government will then decide whether the project should go ahead.Red Eléctrica said: “In general terms, the line won’t substantially alter the landscape as we’ve already tried to ensure that the route and pylons can be built so as to have the least damaging form.“But in any case, [we] will study all the objections and comments from neighbours and community groups and weigh up the viability of making changes to the project on environmental and sustainability grounds.”Among those who have lived in the area for decades are the writer Chris Stewart – who has chronicled life there in a series of books beginning with Driving over Lemons – and the record producer and Killing Joke bassist Youth.Stewart calls the Alpujarra, much of which lies within the Sierra Nevada national park, one of Europe’s “natural jewels”.",0
"18","https://www.aljazeera.com/indepth/features/dying-sea-refugees-learn-love-water-190416201531713.html","Stefania D'Ignoti","After almost dying at sea, refugees learn to love the water.Survivors in Sicily, some of whom witnessed others perish, are integrating with locals and getting back in the sea.Messina, Italy - Mory Jallow* can still hear the traffickers screaming insults at him as they pushed him and a group of fellow Gambian migrants onto a dinghy headed to Europe.""It was a very cold night, and I was so paralysed [with fear] I couldn't speak with the other boys on the boat with me,"" Jallow said. ""By early morning, the water began pouring on board, and I was sure I was going to die at sea."" He remembers fainting, then a hand out of the blue helping him board another ship. A voice told him in French that they were now headed to Sicily. ""A place I had never heard of. But I still couldn't speak, so I said nothing.""A year after his arrival, the now-18-year-old lives with around two dozen teenage African boys at the Basilica di Sant'Antonio community in Messina, southern Italy.""The teachers help us get through every step and teach us a lot. But it's been hard, because even though I'm not alone, I still miss my family every day,"" he said.According to Save the Children, 1,439 unaccompanied minors arrived in Italy in the first months of 2018.",0
"19","https://www.theatlantic.com/international/archive/2019/04/russia-disinformation-ukraine-election/587179/","Nina Jankowicz","Ahead of the presidential election, the campaigns themselves have become combatants in the information war. That’s exactly what Russia wants.Slumped in a chair in a café here in the Ukrainian capital, Zolotukhin wasn’t talking about the campaign of Volodymyr Zelensky, a comedian who is favored to win the country’s presidential elections this weekend, or the incumbent, Petro Poroshenko. No, they are the Russians. Moscow has used Ukraine as a disinformation laboratory for years—and Zolotukhin is one of the men charged with fending them off.The Kremlin stands accused of interfering in elections the world over, driving division in societies through an array of tactics, chief among them online disinformation. Using fabricated or misleading news stories and fake accounts, Russian operations have sought to sow doubt in the democratic process. Ahead of European Parliament elections next month and the American presidential contest in 2020, Putin’s online armies are auditioning their tactics in Ukraine.Kyiv isn’t just the laboratory for Russia’s information warfare tactics, though; it’s also a proving ground for possible solutions, where officials such as Zolotukhin, Ukraine’s deputy minister of information policy, struggle to walk the line between defending democratic discourse and trampling freedom of speech. As the United States prepares for another contentious presidential race and social-media regulation looks inevitable, the Ukrainian government’s efforts highlight how difficult it is to fight disinformation in a polarized information environment.",0
"20","https://www.bbc.com/sport/football/47939282","Mike Henson","Ajax's sensational Champions League run continued as teenage captain Matthijs de Ligt's goal eliminated Juventus and secured their place in the semi-finals.Cristiano Ronaldo, a five-time winner of the tournament, headed the hosts in front from a first-half corner.But Ajax battled level as Donny van de Beek controlled Hakim Ziyech's shot and slotted past Wojciech Szczesny.Ziyech went close after the break before De Ligt, up from the back, scored a decisive, powerful header.The away-goals rule left Juventus needing two in the remaining 23 minutes, but it could have been even more comfortable for the visitors in the closing stages with David Neres shooting wide and Ziyech flagged offside after whipping a smart shot into the top corner.Ronaldo, who picked up a late yellow card for a frustrated lunge at Joel Veltmans, stalked off the pitch at the final whistle, having been knocked out of the competition for the first time since Juventus beat his previous club Real Madrid in May 2015.Meanwhile, as they did after their sensational away win over Real Madrid in the previous round, Ajax's youthful side bounced in front of their raucous band of supporters and home fans streamed out the exits.Ajax will face the winner of Manchester City and Tottenham's quarter-final, which Spurs lead 1-0 before Wednesday's second leg at Etihad Stadium.",0
"21","https://www.duffelblog.com/2019/04/hippie-taliban-defector-gets-so-stoned/","Cat Astronaut","ALEXANDRIA, Va. — Chelsea Manning has come out as a heterosexual man and is asking President Donald Trump for clemency, sources confirmed today.Manning, who once orchestrated the largest intelligence breach in U.S. military history, is currently in federal custody for refusing to testify against WikiLeaks and the recently arrested Julian Assange.“As we know, Chelsea is a tremendously courageous person,” said Manning’s lawyer Mena Finelli. “But right now, he is the only straight man in a jail full of women. Can you imagine? It’s unconscionable.”Speaking at a rally in Lima, Ohio, Trump indicated he would not entertain Manning’s latest request.“Only an idiot or a traitor would get involved with WikiLeaks. Trust me, I know,” the president told his supporters amid chats of “lock her up.” “And besides, Chelsea is locked up with a bunch of women. What is there to complain about?”Meanwhile, the public reaction has been every bit as fluid as Manning’s gender.Joshua Shleemi, a former pro-Manning activist, expressed doubts about Manning’s sincerity.“We stood with Chelsea from the very start when she first betrayed her country,” he said. “But we never thought Chelsea would pull a stunt like this just to appeal to the president. She turned her back on us, her allies. Chelsea is a traitor! A gender traitor!”The military community has expressed similar sentiments.“That traitor doesn’t know the meaning of sacrifice or selfless service,” said Michael Polk, who recently separated from the Marine Corps after failing a drug test during boot camp. “She never stood for anything, never risked anything for what she believed in.”While it is anyone’s guess what trouble or gender will befall Chelsea Manning in the future, one thing is abundantly clear — everyone now agrees she is a traitor.",1
"22","https://newspunch.com/irma-destroy-new-york-city/","Sean Adl-Tabatabai","All 5 Boroughs of New York City and most of New Jersey could be totally destroyed on September 10 by Hurricane IRMA, according to computer simulations.  By 12:00 noon on September 10, computer models show that the strength and path of IRMA risk totally obliterating New York. Halturnerradioshow.com reports: The National Weather Service, and its National Hurricane Center utilize supercomputers to predict where hurricanes will travel based on hundreds-of-thousands of pieces of weather data. The system they use is called Global Forecast System (GFS). At 2:00 this afternoon, Friday, September 1, the GFS model spit out its projection of Hurricane IRMA’s path over the next 12 days. This model shows the utterly terrifying projected path of Hurricane IRMA coming right up the east coast, and making landfall in NEW YORK HARBOR as a Category 5 Hurricane, with winds in excess of 157 MPH. I am not a weather expert. I do not profess to have any idea at all about the accuracy of these computer models. As a layman, I know the models can turn out to be wrong. Sometimes even WAAAAAAAAAYYYY wrong. But if this model is right, then we in New Jersey (where I live) and folks in New York City, had better start preparing to EVACUATE within the next 7-8 days. I do not know of __ANY__ building that can withstand winds “in excess of 157 MPH.” I doubt my condo complex could withstand it. I cannot even imagine what the skyscrapers in New York City would do under such a wind load. I suspect some of them — MANY of them — might just snap and fall over. Even buildings which don’t simply blow over, would probably see ALL their windows blown out. Can you imagine getting hit by shattered glass driven by 157 MPH wind? It would cut a person to ribbons instantly! In all of recorded history, no storm like this has __EVER__ hit New Jersey or New York City. It would be beyond “catastrophic.” Seems to me, there would be NOTHING left! I emphasize that I know computer “models” are just that: MODELS. They may be very wrong. But given the specificity of this particular forecast, I feel it necessary to tell everyone in New Jersey and New York City to absolutely watch this storm every day. If it appears as you see in the model video below, then EVACUATE at least 100 miles west of NJ. No one would be able to survive this type of storm. Here now, the GFS Model which was issued by the National Weather Service at 2:00 PM EDT on Friday, September 1, 2017:",1
